분류,자치구,공연/행사명,날짜,장소,기관명,이용대상,이용요금,문의,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(Y좌표),위도(X좌표),유무료,문화포털상세URL,행사시간
콘서트,중구,[서울 스테이 라운지 - 공연을 기다려-봄!] 플라멩코 기타리스트 레오 플라멩코,2026-04-11~2026-04-11,서울갤러리 지하 1층 공연장,서울시청,시민 누구나,,02-6324-1400,,,,https://www.seoul.go.kr/seoulgallery/www/program/view.do?key=2509020016&prgmSn=49,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2ea1bc3f56e4a35a32d42720f811ea4&thumb=Y,2026-04-06,기관,00:00.0,00:00.0,기타,126.9779184,37.56637078,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157313&menuNo=200008,14:00~14:30 (30분)
클래식,서초구,[살롱클래식] 최기원 기타 독주회,2026-04-11~2026-04-11,라율아트홀,기타,누구나,"전석 30,000원",02-522-7278,,,,https://www.rayularthall.com/concerts/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=170314527&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=31d4b9ff19194305b1b468a76ee50a4a&thumb=Y,2026-03-21,시민,00:00.0,00:00.0,기타,127.0126149,37.48244524,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157120&menuNo=200008,17:00
교육/체험,구로구,"[서울아트책보고] 열람실 큐레이션 연계프로그램 : [수집, 책, 디자인]",2026-04-11~2026-04-11,서울아트책보고 아트북 열람실,서울아트책보고,성인,,02-2066-4838,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=23729&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b2a40d7af85b471cbf6e6628258748b3&thumb=Y,2026-03-31,기관,00:00.0,00:00.0,기타,126.8670887,37.49821257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157258&menuNo=200011,15:00 ~ 17:00
축제-문화/예술,중랑구,[중랑문화재단] 2026 봉화산 옹기문화축제,2026-04-11~2026-04-11,봉화산 옹기문화마당 1관 (신내로21길 115-1),중랑문화재단,누구나,프로그램마다 상이,02-3407-6549,,,,https://www.jnfac.or.kr/app/potEdu/view/714,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cdddd9f01f11404dbef7c2ba84ca025f&thumb=Y,2026-03-27,기관,00:00.0,00:00.0,기타,127.0885194,37.61265372,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157216&menuNo=200010,14:00 ~ 18:00
축제-문화/예술,송파구,[송파문화재단] 2026년 도서관의 날 기념행사,2026-04-11~2026-04-11,송파글마루도서관 일대,송파문화재단,누구나,,02-2147-2360 / 070-7770-0474,,,,https://www.splib.or.kr/intro/menu/10068/bbs/20001/bbsPostDetail.do?currentPageNo=1&postIdx=612768&manageCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfb14e310aaa43868f634fcf54af142a&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,기타,127.1304779,37.48083422,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157162&menuNo=200010,13:00 ~ 17:00
독주/독창회,종로구,박지나 피아노 독주회,2026-04-11~2026-04-11,세종문화회관 세종체임버홀,세종문화회관,7세 이상 관람 가능 (2019년 이전 출생자),"전석 30,000원",02-2203-0483,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36989&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f1b536a2f9ce4abab3a976c76b7822d9&thumb=Y,2026-04-01,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157282&menuNo=200008,17:00
클래식,성동구,2026 Immersion 몰입,2026-04-11~2026-04-11,성수아트홀,기타,누구나,"R석 30,000, S석 20,000원",02-357-6718,작곡/신디사지어 안성균  피아노 조영훈   바이올린 정지훈  첼로 최 영  독백자 고철순   목소리 이기창     총괄 프로듀서 이지선  조명 조성현  음향 전민배,"클래식의 경계를 허무는 실험적인 무대  트리오 X 신디사이저, 두 명의 배우가 펼치는 2026년 새로운 감각의 사운드 퍼포먼스",,https://tickets.interpark.com/goods/26000214,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59052d270ec643fabaa076e13c513a75&thumb=Y,2026-03-07,시민,00:00.0,00:00.0,기타,127.0469481,37.54542883,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156957&menuNo=200008,17:00 ~ 18:20
교육/체험,은평구,[은평역사한옥박물관] 지혜가 담긴 한옥-온돌,2026-04-10~2026-07-31,은평역사한옥박물관 교육실 및 전시실 ,은평역사한옥박물관,어린이,"1,000원(1인당)","02-351-8542, 8545",,,,https://museum.ep.go.kr/education/education_child.asp?act=view&lec_idx=17762,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=64cf3e5a4efd4399b32a6247dd3880da&thumb=Y,2026-03-24,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9380555,37.64040095,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157129&menuNo=200011,매주 금요일 10:00 ~ 11:30
전시/미술,송파구,이승택 개인전 [조각의 바깥에서],2026-04-10~2026-07-26,소마미술관,기타,누구나,"3,000~5,000원",02-425-1077,이승택,,,https://archivist.kr/exi?m=gov&i=1775198285,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa83edf506b643e2bec777cac69729ce&thumb=Y,2026-04-06,시민,00:00.0,00:00.0,기타,127.118167,37.51692066,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157317&menuNo=200009,화 - 일요일 10:00~18:00
전시/미술,중구,2026 서울로미디어캔버스 봄 전시,2026-04-10~2026-06-19,서울시 중구 만리재로 215 우리은행 중림동 지점,서울시청,누구나,,홈페이지 참고,,,,https://news.seoul.go.kr/culture/archives/532592,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b15ff546b76540b0ad60cbc8c2e6801d&thumb=Y,2026-05-08,기관,00:00.0,00:00.0,기타,126.9682176,37.55659104,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157785&menuNo=200009,18:00 ~ 23:00 (중동 사태로 한시적 19:00~21:00 운영)
전시/미술,종로구,2026 해치마당 미디어월 봄 전시,2026-04-10~2026-06-19,광화문 역 9번출구 진입로 벽면 해치마당 미디어월,서울시청,누구나,,홈페이지 참고,,,,https://news.seoul.go.kr/culture/archives/532608,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac862f94f21744ec8092ccc4372c0539&thumb=Y,2026-05-08,기관,00:00.0,00:00.0,기타,126.976788,37.57162282,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157787&menuNo=200009,8:00 ~ 22:00
전시/미술,중구,이상한 K-뷰티 : 엄마의 서랍장,2026-04-10~2026-06-10,DDP 마켓 B2F 비더비 다운타운,동대문디자인플라자(DDP),누구나,,02-6951-2815,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=600&boardno=15&bbstopno=600&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e187f20c0b5d4e7ebcbff38d8f60b63e&thumb=Y,2026-04-24,시민,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157606&menuNo=200009,12:00 ~ 20:00
축제-자연/경관,영등포구,2026 한강불빛 공연 [드론라이트쇼],2026-04-10~2026-06-05,여의도?뚝섬?잠실한강공원,서울시청,누구나,,120 (다산콜센터),,,,https://www.seouldroneshow.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d75dcf778a8247ca87c787f4950e6bcc&thumb=Y,2026-03-26,기관,00:00.0,00:00.0,기타,126.9291297,37.53287894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157197&menuNo=200010,19:30 ~ 21:15
전시/미술,강남구,[오에이오에이] 양하?유리 [미시적 재난 Micro-Disaster],2026-04-10~2026-05-23,오에이오에이,기타,누구나,0원,02-6207-3211,"양하, 유리",,,https://archivist.kr/exi?m=gov&i=1775540888,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=505e5673da7f4566adf7b4ec9a57bdd2&thumb=Y,2026-04-10,시민,00:00.0,00:00.0,기타,127.0570729,37.50004421,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157391&menuNo=200009,수 - 토요일 11:00 ~ 18:00
축제-문화/예술,영등포구,빅쇼부터 이색체험까지! 펀(FUN)하게 즐기는 한강!! [서울스프링페스티벌],2026-04-10~2026-05-05,"한강공원 일원(여의도, 뚝섬, 반포 등) ",서울시청,누구나,,인스타그램 @seoulspringfestival_official,,,,https://news.seoul.go.kr/culture/archives/531896?listPage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=52f791b592624fff94461ee37bf13be2&thumb=Y,2026-03-18,기관,00:00.0,00:00.0,기타,126.9272131,37.53156565,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157088&menuNo=200010,행사 별 상이 (홈페이지 참고)
전시/미술,용산구,Irreversible Scenes: 자리 없는 몸들의 시간,2026-04-10~2026-04-26,LDK.DT,기타,누구나,,홈페이지 참고,"이준지, 이하영, 장시재, 이윤서, 인현진, 양이언, 노한수, 이혁인",,,https://archivist.kr/exi?m=gov&i=1775099212,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40d6110ba944419e9246ddaf5e99bc05&thumb=Y,2026-04-06,시민,00:00.0,00:00.0,기타,127.0035086,37.53312802,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157316&menuNo=200009,월 - 일요일 18:00 ~ 23:00
교육/체험,종로구,[한양도성박물관] 2026년 [한양도성 답사: 순성기행] 4월반,2026-04-10~2026-04-17,한양도성박물관 ,한양도성박물관,성인,,"02-724-0292, 0239",,,,https://museum.seoul.go.kr/www/board/NR_boardView.do?q_applyState=- 전 체 -&actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1005&endDt=&categoryVal=&searchKey=&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=2&seq=20260306105245803&ctgCd=&showSummaryYn=N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=96b41ea80c5941a8a3a1bd21564d072e&thumb=Y,2026-03-09,기관,00:00.0,00:00.0,기타,127.0085128,37.57285718,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156977&menuNo=200011, 4. 10.(금) 14:00~17:00 / 4. 17.(금) 14:00~16:00
축제-기타,광진구,[서울 커먼그라운드] 제1회 호호랑친구들 - 수집가마켓,2026-04-10~2026-04-12,커먼그라운드 중앙광장,기타,누구나,,02-467-2747,,,,https://blog.naver.com/vuilder/224212708543,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=31e10fea099349be885b5c32272ac896&thumb=Y,2026-03-12,기관,00:00.0,00:00.0,기타,127.0656692,37.54105663,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157032&menuNo=200010,12:00 ~ 19:00
연극,강북구,[강북문화재단] 2026 [419연극제] 강북연극협회 [그린을 기다리며],2026-04-10~2026-04-11,강북문화예술회관 강북진달래홀,강북문화재단,누구나,전석 3만원,02-994-8503,,강북구 예술인들이 '4?19 혁명'을 기념하기 위해 준비한 2026 [419연극제] ,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=405,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dd6b0652bbab4a3d940d8b61d88cb8d6&thumb=Y,2026-04-02,기관,00:00.0,00:00.0,기타,127.0138781,37.64098979,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157294&menuNo=200008,금 19:30 / 토 15:00
교육/체험,종로구,[운현궁] 2026 서울 운현궁 맞춤형 전통 문화체험 : 검무 원데이 클래스,2026-04-10~2026-04-10,운현궁 노락당 ,운현궁,성인 (만 19세 이상),"1인 45,000원",02-766-9090,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1863&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=24683d78531c4159bc1e068d1d6d9aaa&thumb=Y,2026-04-01,기관,00:00.0,00:00.0,기타,126.9870834,37.57607865,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157273&menuNo=200011,18:30 ~ 21:00
교육/체험,중구,"[서울 문화의 밤] 4월 작가힙톡(Hip-Talk) - 안녕하세요, 서울의 노동자들 (윤지영)",2026-04-10~2026-04-10,서울도서관 1층 생각마루,서울도서관,서울도서관 회원,,02-2133-0238,,,,https://lib.seoul.go.kr/lecture/applyDetail/6681,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c99789331b384ba4b1e577c021c54974&thumb=Y,2026-03-24,기관,00:00.0,00:00.0,기타,126.9778292,37.56631742,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157135&menuNo=200011,금요일 19:00 ~ 20:30
클래식,종로구,제6회 울림 색소폰 앙상블 정기연주회,2026-04-10~2026-04-10,세종문화회관 세종체임버홀,세종문화회관,"초등학생 이상 관람 가능 (2019년 이전 출생자, 2019년생 포함)","전석 30,000원",02-586-0945,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36967&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9d9bd974fdf449d99a05895c0ef8a770&thumb=Y,2026-03-31,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157265&menuNo=200008,19:30
교육/체험,은평구,[구립증산도서관] 2026 유아 독서 동아리 [책책박사] 1기,2026-04-09~2026-07-21,구립증산도서관 지하 문화강좌실,은평구청,6~7세 유아 10명,,02-307-6030,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2305&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=02501ee5ec054716a97eb0a1241fdc42&thumb=Y,2026-04-08,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9076713,37.58280944,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157340&menuNo=200011,16:00 ~ 17:00
전시/미술,도봉구,[서울시립 사진미술관] 2026 서울사진축제 : Photo SeMA 기획서가 [모두를 위한 사진책],2026-04-09~2026-07-05,서울시립 사진미술관 4층 포토라이브러리,서울시립미술관,누구나,,02-2124-7600,,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1521622,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=65ddc38604e4492b869a6d972a08ec81&thumb=Y,2026-04-22,기관,00:00.0,00:00.0,기타,127.0489478,37.65551502,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157578&menuNo=200009,평일(화-금) 10:00~20:00 토?일?공휴일 10:00~19:00 (상세 관람시간 홈페이지 참조)
전시/미술,도봉구,[서울시립 사진미술관] 2026 서울사진축제 [서울 사진 산책],2026-04-09~2026-06-14,서울 시내 24개소 문화공간 / 외부 별도 장소,서울시립미술관,누구나,,02？2124？7600,,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1520594,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=10e7f9cf6cd94078a47d5e519a4b6e7f&thumb=Y,2026-04-08,기관,00:00.0,00:00.0,기타,127.0489478,37.65551502,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157349&menuNo=200009,각 참여공간의 운영시간을 확인해주세요.
전시/미술,도봉구,[서울시립 사진미술관] 2026 서울사진축제 : 아티스트 토크 [작가의 방],2026-04-09~2026-06-14,서울시립 사진미술관 2층  영상홀,서울시립미술관,누구나,,"02-2124-7628, 7624",,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1521250,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20a62cd7a4a5468a905848cae3284ff6&thumb=Y,2026-04-15,기관,00:00.0,00:00.0,기타,127.0489478,37.65551502,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157475&menuNo=200009,평일(화-금) 10:00~20:00 토?일?공휴일 10:00~19:00 (상세 관람시간 홈페이지 참조)
전시/미술,도봉구,[서울시립 사진미술관] 서울사진축제 《컴백홈》,2026-04-09~2026-06-14,서울시립 사진미술관,서울시립미술관,누구나,,"[전시문의] 02-2124-7618, 7615 [관람문의] 02-2124-7600",,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1515171,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c4c9d45245364ab48711d6ccbeb9e699&thumb=Y,2026-03-31,기관,00:00.0,00:00.0,기타,127.0489478,37.65551502,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157269&menuNo=200009,평일(화-금) 10:00~20:00 토?일?공휴일 10:00~19:00 (상세 관람시간 홈페이지 참조)
교육/체험,성동구,[청계천박물관] 2026년 상반기 유아 단체 교육 [꼬물꼬물 청계천 보물찾기],2026-04-09~2026-06-04,청계천박물관(성동구),청계천박물관,5~7세 유아 교육단체,,"02-2286-3402, 3452",,,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S260213103306079692,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b5681523837468e8e163bce666ea057&thumb=Y,2026-03-05,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0350432,37.57126617,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156942&menuNo=200011,매주 목요일 10:00 ~ 12:00
교육/체험,구로구,[구로문화누리도서관] 인문학배움터: 서양철학 깊이읽기 [플라톤의 사심(思深)],2026-04-09~2026-04-30,구로문화누리도서관 4층 배움누리2,구로구청,서양 철학에 관심있는 성인 30명,무료,02-860-5480,윤상원,철학전문서점 소요서가 대표 윤상원 대표와 함께 플라톤의 책을 깊이 읽고 토론한다.,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/6331,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cfa2b96cdfb24a158d41da52e39b6da5&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,기타,126.8611599,37.49273718,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157153&menuNo=200011,"매주 목, 10:00 ~ 12:00"
영화,중구,[중구문화재단] 2026년 상반기 4월 [씨네타운 중구],2026-04-09~2026-04-30,충무아트센터 소극장 씨네마,중구문화재단,중구민(1인당  각 2매 이내),,02-2230-6712,,,,https://www.caci.or.kr/community/notice/144243?q=null,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4606eab57bf4ce0be33ec7dbc166a01&thumb=Y,2026-04-01,기관,00:00.0,00:00.0,기타,127.0147909,37.56594097,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157277&menuNo=200013,상세 시간내용 참조
